Plot Number,Zone,Subzone,Site Series,Accuracy,Latitude,Longitude,Elevation,Spp
N06-321,IDF,dm2,,,49.27529907,-115.072197,1030,Fd
N06-323,IDF,dm2,,,49.26818085,-115.0587006,1050,Fd
N06-328,ICH,mk4,103,,49.3449707,-115.0139999,965,Fd
N06-337,IDF,dm2n,,,50.9793396,-116.5838013,1040,Fd
N06-338,IDF,dm2,,,49.30311966,-115.3591995,807,Fd
N06-339,IDF,dm2,103,,49.30448151,-115.3616028,825,Fd
N06-340,IDF,dm2,111,,49.30466843,-115.3615036,846,Fd
N06-343,IDF,dm2,,,49.19215012,-115.4095993,1072,Fd
N06-352,IDF,xk,,,50.17356873,-115.8099976,970,Fd
N06-358,MS,dk1,,,49.89514923,-114.9838028,1480,Fd
N06-360,MS,dk1,,,49.89377975,-114.9791031,1465,Fd
N06-377,IDF,xk,110,,50.30366135,-115.8482971,871,Fd
N06-458,MS,dw,104.2,,49.10480118,-114.4955978,1339,Fd
N06-459,MS,dk1,,,49.89538956,-115.1379013,1390,Fd
N06-460,MS,dk,103,,49.89921951,-115.1371002,1460,Fd
N06-904,ICH,mk4,,,49.71242905,-115.5453033,1254,Fd
N06-905,ESSF,dk2,101,,49.71210098,-115.5101013,1754,Fd
N06-909,MS,dk2,1,,49.74523926,-115.2815018,1214,Fd
N06-910,MS,dk,101,,49.79050827,-115.1508026,1380,Fd
N06-914,ICH,mk4,,,49.72343063,-115.0550003,1514,Fd
N06-920,ESSF,dk1,,,50.00320053,-114.7965012,1758,Fd
N06-925,IDF,dm2n,,,50.9993782,-116.4685974,882,Fd
N06-926,IDF,dk5,103,,50.99861908,-116.466301,890,Fd
N06-927,IDF,dk5,103,,50.99866104,-116.4669037,890,Fd
N06-928,IDF,dk5,102,,50.97132111,-116.5728989,1019,Fd
N06-929,IDF,dk5,102,,50.90119171,-116.4319,919,Fd
N06-932,MS,dw,102,,49.05250931,-114.3042984,1431,Fd
N06-936,MS,dw,102,,49.14215088,-114.3436966,1448,Fd
N06-940,ESSF,wm1,104,,49.3854599,-115.1540985,1710,Fd
N06-944,IDF,dk5,102,,50.4907608,-115.9525986,1138,Fd
N06-945,IDF,dk5,102,,50.49113083,-115.9527969,1140,Fd
N06-946,IDF,dk5,102,,50.49562073,-115.9023972,1178,Fd
N06-952,PP,dh1,,,49.00851059,-118.7516022,692,Fd
N06-953,PP,dh1,,,49.00830841,-118.7518005,690,Fd
N06-956,PP,dh1,,,49.0037117,-118.7798004,593,Fd
N06-957,PP,dh1,,,49.00481033,-118.7850037,599,Fd
N06-958,PP,dh1,,,49.00720978,-118.8439026,574,Fd
N06-959,PP,dh1,,,49.00848007,-118.7539978,600,Fd
N06-962,PP,dh1,,,49.02724075,-118.4981995,714,Fd
N06-963,PP,dh1,,,49.02827072,-118.4968033,730,Fd
N073306,ESSF,wh3,104.2,,49.40975952,-117.4229965,1620,Fd
N074221,ICH,mw2,,7,49.56227112,-117.5495987,1424,Fd
N076047,ICH,mw4,104.2,6,49.24296188,-117.1950989,1445,Fd
N076049,ICH,xw,103,10000,49.0079689,-117.3321991,869,Fd
N076050,ICH,xw,101,1000,49.04159927,-117.3522034,871,Fd
N076051,ICH,dw1,,7,49.04959106,-117.3587036,1107,Fd
N076053,ICH,xw,101,6,49.04151154,-117.2113037,878,Fd
N073373,ICH,dw1,,9,49.16909027,-117.4445038,1313,Fd
N073374,ICH,mw4,103,,49.16017151,-117.4576035,1539,Fd
N073377,ICH,dw1,104,7,49.07268906,-117.946701,721,Fd
N073378,ICH,xw,103,8,49.02919006,-117.9273987,771,Fd
N073394,ICH,mw4,104.1,8,49.22512054,-116.7192993,1479,Fd
N074101,ICH,mw4,102,8,49.47179031,-116.9807968,1520,Fd
N074118,ICH,dw1,,10000,49.30622864,-117.2536011,1150,Fd
N074119,ICH,dw1,104,10000,49.33126831,-117.2585983,989,Fd
N074142,ICH,mw2,76,6,49.25820923,-117.7153015,1331,Fd
N074143,ICH,mw5,102,,49.25738907,-117.7134018,1337,Fd
N074144,ESSF,mh,102,6,49.27259064,-117.7600021,1638,Fd
N074151,ICH,mw4,111,10000,49.45275116,-116.9627991,1278,Fd
N074155,ICH,mw4,110,9,49.35409927,-117.0779037,1411,Fd
N074156,ICH,dw1,101,8,49.00276184,-117.482399,1231,Fd
N074201,ICH,dw1,101,,49.39131927,-117.1892014,1075,Fd
N074203,ICH,dw1,,,49.38911819,-117.1956024,1026,Fd
N074204,ICH,mw4,110,7,49.36407852,-117.1513977,1265,Fd
N074211,ICH,mw4,104.1,7,49.11418152,-116.9319992,1460,Fd
N074238,ICH,dw1,103,7,49.5033989,-117.3471985,653,Fd
N074249,ESSF,dm,3.1,7,49.15571976,-116.7284012,1703,Fd
N074251,ICH,mw4,102,10000,49.15602112,-116.6992035,1609,Fd
N074252,ICH,mw4,103,,49.15980911,-116.6852036,1531,Fd
N074254,ICH,mw4,,8,49.20730972,-116.7130966,1361,Fd
N074255,ICH,mw4,,7,49.20745087,-116.7126999,1351,Fd
N074256,ICH,xw,104,,49.15932083,-116.5363007,778,Fd
N074257,ICH,xw,101,,49.14027023,-116.5309982,671,Fd
N074269,ICH,xw,101,,49.03879929,-117.5081024,631,Fd
N074271,ICH,xw,104,,49.03950882,-117.5251999,870,Fd
N074272,ICH,xw,103,,49.38241959,-116.7129974,809,Fd
N074273,ICH,xw,102,,49.38174057,-116.7154999,826,Fd
N074274,ICH,xw,101,,49.37408066,-116.7197037,688,Fd
N074276,ICH,xw,104,,49.1199913,-116.4559021,832,Fd
N074281,ICH,mw4,103,10000,49.24065018,-117.5113983,1302,Fd
N074284,ICH,mw4,76,6,49.28018951,-117.5690002,1329,Fd
N074286,ICH,mw2,103,,50.00365067,-117.0344009,1195,Fd
N074287,ICH,mw2,104,,50.03916931,-117.1610031,1297,Fd
N074298,ICH,mw2,3,,49.84587097,-117.1460037,1330,Fd
N074402,ICH,xw,104,,49.42269135,-118.0291977,622,Fd
N074424,IDF,dm2,101,7,49.62355042,-116.0258026,954,Fd
N074431,ICH,mw4,101,,49.38354111,-117.2894974,1140,Fd
N074432,ICH,mw4,104.2,1,49.47478104,-117.3354034,1308,Fd
N074438,ESSF,wh3,102,6,49.27954865,-117.5046997,1660,Fd
N074444,ICH,xw,101,,49.03094101,-117.5257034,668,Fd
N074445,ICH,xw,104,,49.03054047,-117.5268021,628,Fd
N074454,ESSF,dm,,10000,49.10578918,-116.7080994,1768,Fd
N074487,ICH,mw4,102,1000,49.34148026,-116.873497,1449,Fd
N074489,ICH,mw4,103,9,49.09294128,-116.7613983,1472,Fd
N074490,ICH,mw4,103,6,49.00220871,-116.6641998,1620,Fd
N074491,ICH,mw4,104.2,6,49.0092392,-116.6881027,1533,Fd
N074492,ICH,dw1,104,9,49.00315094,-116.6202011,1108,Fd
N074495,ESSF,wh1,103,6,50.00856018,-117.0263977,1699,Fd
N074496,ICH,dw1,01a,10000,49.15790176,-117.6513977,1190,Fd
N074497,ICH,dw1,RO,1,49.15924072,-117.6517029,1181,Fd
N075052,ESSF,wc5,,,49.57397842,-117.3065033,1485,Fd
N075053,ESSF,wh3,102,,49.57452011,-117.3066025,1453,Fd
N075077,ESSF,wc1,,6,49.44977188,-117.8492966,1457,Fd
N076009,ICH,mw2,103,6,50.04228973,-116.9215012,886,Fd
N076016,ESSF,wh3,103,8,49.39767075,-117.2534027,1632,Fd
N076042,ICH,dw1,,10000,49.17678833,-117.5959015,1098,Fd
N076043,ICH,dw1,101,10000,49.17702866,-117.5970001,1090,Fd
N076044,ESSF,wh3,104.1,10000,49.2378006,-117.1743011,1662,Fd
N08621a,ICH,xw,,,49.03598022,-116.5089035,625,Fd
N08624a,ICH,xw,103,1000,49.43033981,-118.0551987,810,Fd
N08625a,ICH,xw,103,6,49.42889023,-118.0567017,711,Fd
N08626a,ICH,xw,,1000,49.18363953,-116.3328018,1038,Fd
N08630a,ICH,xw,,,49.03192902,-116.5073013,678,Fd
N08632a,ICH,dw1,2,100,49.29285049,-117.598999,955,Fd
N08636b,ICH,xw,103,1000,49.49581909,-118.0952988,682,Fd
N08638b,ICH,dw1,2,6,49.49927902,-118.0968018,716,Fd
N094126,ICH,dw1,104,7,49.42079163,-117.7213974,905,Fd
N094138,ICH,dw1,104,10000,49.42343903,-117.6619034,928,Fd
N123301,ICH,mw5,103,6,49.11912918,-118.1066971,1453,Fd
N123309,IDF,xx2,102,6,49.09888077,-115.2550964,915,Fd
N714800,ICH,dw1,01a,9,49.6072197,-117.1796036,780,Fd
NCCK11,ICH,mk4,101,,49.37471008,-114.9796982,1270,Fd
NCCK121,ESSF,dk1,3,,49.62269974,-114.7508011,1955,Fd
NCCK142,ICH,mk4,1,,49.6541481,-114.9023972,1145,Fd
NCCK144,ICH,mk4,103,,49.65840912,-114.8985977,1265,Fd
NCCK185,MS,dw,103,,49.64067841,-114.7213974,1445,Fd
NCCK190,MS,dw,104.2,,49.64048004,-114.6996002,1470,Fd
NCCK192,MS,dk1,3,,49.64088821,-114.7033005,1530,Fd
NCCK201,ICH,mk4,1,,49.39297867,-115.0010986,1090,Fd
NCCK205,ICH,mk4,1,,49.3839798,-114.998703,1040,Fd
NCCK206,ICH,mk4,1,,49.36399841,-114.9764023,1010,Fd
NCCK241,ICH,mk4,1,,49.62908173,-114.9311981,1075,Fd
NCCK243,ICH,mk4,101,,49.4070816,-115.0173035,1055,Fd
NCCK253,ICH,mk4,110,,49.43289185,-115.0441971,995,Fd
NCCK26,ICH,mk4,103,,49.3813591,-114.987999,1250,Fd
NCCK261,ICH,mk4,1,,49.39611053,-115.0065994,1065,Fd
NCCK27,ICH,mk4,TA,,49.38093185,-114.9870987,1255,Fd
NCCK30,ICH,mk4,4,,49.37815094,-114.9888,1186,Fd
NCCK31,ICH,mk4,4,,49.36465073,-114.9598007,1195,Fd
NCCK37,ICH,mk4,1,,49.36130905,-114.9624023,1190,Fd
NCCK46,ICH,mk4,102b,,49.43162155,-115.0152969,1335,Fd
NCCK61,ICH,mk4,1,,49.40591049,-115.0034027,1245,Fd
NCCK70,ICH,mk4,103,,49.399189,-114.9953995,1300,Fd
NCCK78,MS,dw,104.2,,49.65288162,-114.7421036,1450,Fd
NCCK86,MS,dw,104.2,,49.65826035,-114.7514038,1525,Fd
NCCK9,ICH,mk4,4,,49.37136841,-114.9781036,1070,Fd
NCCK99,ESSF,dk1,103,,49.6468811,-114.7559967,1705,Fd
NDP1A01,ICH,xwa,103,10000,49.42975235,-118.0556412,771,Fd
NDP1A02,ICH,xwa,103,10000,49.4284668,-118.0567322,702,Fd
NDP1A03,ICH,xwa,104,10000,49.42631149,-118.0551376,632,Fd
NDP1A04,ICH,xwa,103,100,49.42638016,-118.0565567,627,Fd
NDP1B01,ICH,xwa,103,100,49.42663574,-118.062027,584,Fd
NDP1B02,ICH,xwa,103,6,49.42858887,-118.0640564,584,Fd
NDP1B03,ICH,xwa,103,12,49.43050003,-118.0636826,648,Fd
NDP1B04,ICH,xwa,103,1000,49.43276215,-118.0641861,683,Fd
NFI0070,ESSF,dk2,1,,49.89274979,-115.2562027,1800,Fd
NFI0089,ESSF,wh1,103,,49.8660202,-116.9461975,1520,Fd
NFI0114,IDF,dm2,103,,50.12363052,-115.766098,975,Fd
NFI0133,ICH,dw1,4,,49.73246002,-117.5313034,840,Fd
NFI0162,ICH,dm,102b,,49.61594009,-116.1597977,1095,Fd
NFI0166,ICH,mk4,3,,49.4129715,-115.9257965,1100,Fd
NFI0238,ICH,mw1,4,,51.51604843,-117.1849976,860,Fd
NFI0273,MS,dk,103,,50.32722855,-116.0031967,1500,Fd
NFI187,ICH,dw1,104,,49.19784164,-117.6298981,1100,Fd
NFI361,IDF,xh4,99,,49.0802803,-118.4757996,620,Fd
NFI416,IDF,xh4,99,,49.06076813,-118.2044983,603,Fd
PL00841,IDF,dm2,3,,49.92893982,-115.6281967,1069,Fd
PL00848,IDF,dm2,103,,49.8966713,-115.6484985,1065,Fd
PL1,IDF,dm2,103,,49.91928864,-115.6463013,900,Fd
PL10,IDF,dm2,104.1,,49.92910004,-115.6278992,1046,Fd
PL12,IDF,dm2,110,,49.9218483,-115.6251984,1030,Fd
PL2,IDF,dm2,104.1,,49.91738892,-115.6442032,938,Fd
PL20,IDF,dm2,104.1,,49.91812134,-115.6524963,979,Fd
PL25,IDF,dm2,111,,49.91218948,-115.6505966,925,Fd
PL26,IDF,dm2,110,,49.90631104,-115.6504974,930,Fd
PL3,IDF,dm2,103,,49.92004013,-115.6439972,935,Fd
PL30,IDF,dm2,103,,49.88930893,-115.6455002,1043,Fd
PL5,IDF,dm2,4,,49.9229393,-115.6417007,961,Fd
CDC0979,CWH,dm,7,200,49.92249862,-124.4721901,90,Fd
PyGIF55,PP,xh2,1,,50.73055649,-121.1633301,960,Fd
PyGIF57,IDF,xw,1,,51.20500183,-121.2844467,905,Fd
PyGIF58,IDF,dk3,1,,51.20388794,-121.3563919,1010,Fd
PyGIF59,IDF,xw,4,,51.0616684,-121.3636093,845,Fd
PyGIF60,IDF,xw,1,,51.05361557,-121.3997116,870,Fd
PyGIF61,IDF,xw,4,,51.05110931,-121.4069443,785,Fd
PyGIF62,IDF,xw,4,,51.08694458,-121.6269455,1110,Fd
PyGIF63,IDF,xw,4,,51.09944534,-121.6219482,1220,Fd
PyGIF64,IDF,xw,3,,51.11472321,-121.4930573,700,Fd
PyGIF65,IDF,xw,4,,51.11555481,-121.5408325,950,Fd
PyGIF66,PP,xh2,103b,,50.35944366,-121.3869476,360,Fd
PyGIF68,IDF,dm1,104,,49.30416489,-119.0277786,800,Fd
PyGIF69,IDF,dm1,102,,49.30583191,-119.0274963,825,Fd
PyGIF70,IDF,dm1,101,,49.30055618,-119.0247192,880,Fd
PyGIF72,PP,dh1,1,,49.01861191,-118.3444443,595,Fd
PyGIF74,PP,dh1,1,,49.01722336,-118.3311081,650,Fd
PyGIF76,IDF,xx2,101,,49.65611267,-115.6624985,795,Fd
PyGIF78,IDF,dm2,101,,49.34916687,-115.315834,810,Fd
PyGIF80,IDF,dm2,omit,,49.55277634,-115.7266693,920,Fd
PyGIF82,IDF,dm2,101,,50.18777847,-115.7405548,860,Fd
PyGIF83,IDF,xx2,101,,49.18111038,-115.1705551,735,Fd
PyGIF84,IDF,xx2,101,,49.1258316,-115.1394424,795,Fd
PyGIF85,IDF,dm2,104,,49.18388748,-115.0902786,1115,Fd
PyGIF86,IDF,xx2,101,,49.17416763,-115.1983337,860,Fd
PyGIF88,IDF,dm2,103,,49.48416519,-115.4252777,815,Fd
PyGIF89,IDF,xx2,104,,49.47916794,-115.4974976,785,Fd
PyGIF91,IDF,xx2,104,,49.93166733,-115.7016678,825,Fd
PyGIF93,IDF,xx2,101,,49.84111023,-115.7024994,880,Fd
PyGIF94,IDF,xx2,omit,,49.54222107,-115.5519409,825,Fd
PyGIF96,ICH,xw,103,,49.25638962,-116.6313858,665,Fd
PyGIF98,ICH,dw1,omit,,49.61750031,-117.1291656,735,Fd
PyGIF99,ICH,dw1,omit,,49.44722366,-117.4994431,640,Fd
RCO7613,CWH,mm2,2,,49.24222183,-124.6183014,1077,Fd
RCO7642,CWH,mm2,2,,49.24224854,-124.6183014,1077,Fd
RCO7701,CWH,xm2,2,,49.21611023,-124.8469009,467,Fd
RCO7702,CWH,xm2,8,,50.22027969,-125.7552032,98,Fd
RCO7705,CWH,vm1,4,,48.59542084,-124.4204025,65,Fd
RCO7709,CWH,xm2,9,,49.87166977,-125.7521973,232,Fd
RCO7710,CWH,vm1,2,,49.84383011,-125.9179001,429,Fd
RCO7711,CWH,xm2,2,,50.30755997,-125.8992004,87,Fd
RCO7712,CWH,xm2,2,,50.38957977,-126.9445038,132,Fd
RCO7715,CWH,vm1,10,,50.5248909,-126.8787994,20,Fd
RCO7716,CWH,xm2,10,,50.2360611,-126.6491013,118,Fd
RCO7717,CWH,xm2,9,,50.23833084,-126.6451035,123,Fd
RCO7718,CWH,xm2,8,,50.23450089,-126.6444016,124,Fd
RCO7719,CWH,xm1,5,,49.44552994,-124.7397003,86,Fd
RCO7720,CWH,xm1,4,,49.34355927,-124.6830978,171,Fd
RCO7737,CWH,ds2,2,10,52.41817093,-126.4681015,276,Fd
RCO7746,CWH,ds2,6,,52.41886139,-126.4645996,313,Fd
RCO7747,CWH,ms2,3,,52.3857193,-127.1980972,88,Fd
RCO7776,CWH,ms2,3,,52.43497086,-127.2763977,81,Fd
RCO7916,CWH,xs,3,,49.04164124,-121.0557022,610,Fd
RCO7917,CWH,xs,4,,49.03910065,-121.0614014,551,Fd
RCO7918,CWH,xs,5,,49.04090881,-121.0660019,517,Fd
RCO7919,CWH,xs,3,,49.05638885,-121.1009979,531,Fd
RCO7920,CWH,ds1,3,,49.94084167,-121.9694977,685,Fd
RCO7921,CWH,xs,5,,49.05580902,-121.1005096,502,Fd
REV100,ICH,wk1,,,51.38022995,-118.4048004,750,Fd
REV106,ICH,wk1,103,,51.59363937,-118.5924988,700,Fd
REV108,ICH,mw3,,,51.55379105,-118.5389023,690,Fd
REV109,ICH,mw3,,,51.54409027,-118.5211029,715,Fd
REV110,ICH,mw3,,,51.53731918,-118.5111008,790,Fd
REV112,ICH,mw3,,,51.00954819,-118.1624985,1040,Fd
REV113,ICH,mw3,,,51.0145607,-118.1849976,980,Fd
REV15,ICH,wk1,,,51.01708984,-118.1723022,1240,Fd
REV16,ICH,wk1,,,51.0161705,-118.177597,1140,Fd
REV20,ICH,mw3,,,51.4865303,-118.4502029,740,Fd
REV3,ICH,mw3,,,51.21371078,-118.1975021,750,Fd
REV4,ICH,mw3,,,51.02315903,-118.0625992,650,Fd
REV42,ICH,wk1,,,51.00976181,-118.2630997,1100,Fd
REV57,ICH,vk1,104,,51.9789505,-118.5467987,1210,Fd
REV60,ICH,mw3,,,51.29841995,-118.2731018,610,Fd
REV65,ICH,mw3,,,51.21736145,-118.1912003,830,Fd
REV66,ICH,mw3,,,51.09740067,-117.9141006,605,Fd
REV67,ICH,mw3,,,51.04574966,-117.9536972,667,Fd
REV68,ICH,mw3,,,51.04272079,-117.9690018,647,Fd
REV70,ICH,wk1,,,51.1576004,-118.2181015,645,Fd
REV71,ICH,wk1,,,51.15184021,-118.2166977,640,Fd
REV72,ICH,wk1,,,51.15415955,-118.2179031,635,Fd
REV74,ICH,mw3,,,51.0908699,-117.9185028,620,Fd
REV75,ICH,mw3,,,51.04135895,-117.9749985,605,Fd
REV77,ICH,mw3,,,51.04156876,-117.986702,630,Fd
REV87,ICH,wk1,,,52.10173035,-118.5457001,790,Fd
REV92,ICH,mw3,,,51.28619003,-118.2565002,790,Fd
REV93,ICH,mw3,,,51.276371,-118.2450027,740,Fd
REV94,ICH,wk1,,,51.21630859,-118.1809006,975,Fd
REV95,ICH,wk1,,,51.2147789,-118.1852036,985,Fd
RG004,ESSF,wc2,4,,50.98778152,-118.9224014,1485,Fd
RG005,ICH,wk1,104,,50.9878006,-118.9302979,1250,Fd
RG008,ICH,mw2,3,,50.98447037,-118.9543991,795,Fd
RG010,ICH,dw4,101,,51.02848816,-118.9578018,405,Fd
RG012,ICH,mw2,1,,51.00971985,-118.9504013,570,Fd
RG013,ICH,dw4,101,,51.00989151,-118.9490967,615,Fd
RG015,ICH,mw2,1,,51.00402069,-118.9655991,430,Fd
RG016,ICH,dw4,101,,51.00107956,-118.9483032,715,Fd
RG017,ICH,mw2,1,,50.90169907,-119.0217972,785,Fd
RG018,ICH,mw2,103,,50.89596939,-119.0258026,895,Fd
RG019,ICH,mw2,1,,50.90885925,-119.0002975,1055,Fd
RG020,ICH,mw2,3,,50.89833069,-119.0152969,1035,Fd
RG021,ICH,mw2,104,,50.88554001,-119.0195007,1150,Fd
RG022,ICH,wk1,4,,50.89403915,-119.0098038,1215,Fd
RG023,ICH,wk1,1,,50.88957977,-119.014801,1195,Fd
RG024,ICH,mw2,4,,50.87361908,-119.0196991,1160,Fd
RT30113,IDF,dk1,105,,50.33943558,-120.6876373,1418,Fd
RT30114,MS,xk1,102,,49.38208389,-120.3722153,1613,Fd
RT30214,MS,xk1,111,,49.38217163,-120.3717575,1612,Fd
RT30313,IDF,dk1,104,,50.30048752,-120.3034821,1171,Fd
RT30413,IDF,dk1,104,,50.28479004,-120.1074142,1126,Fd
RT30414,MS,xk1,104,,49.33346939,-120.3798752,1637,Fd
RT30513,IDF,dk1,111,,50.28394318,-120.1073914,1119,Fd
RT30514,MS,xk1,105,,49.30386353,-120.3503494,1564,Fd
RT30613,IDF,dk1,103,,50.29678726,-120.3060379,112,Fd
RT30614,MS,xk1,104,,49.30480576,-120.3463821,1567,Fd
RT30713,IDF,dk1,103,,49.91047668,-120.4799576,1208,Fd
RT30813,IDF,dk1,111,,49.94943619,-120.4634399,1169,Fd
RT30814,MS,xk1,101b,,49.25759506,-120.2022247,1652,Fd
RT30913,IDF,dk1,105,,49.98402023,-120.3243561,1265,Fd
RT30914,MS,xk1,104,,49.25774384,-120.2016907,1669,Fd
RT31013,IDF,dk1,104,,49.935009,-120.8653793,1179,Fd
RT31113,IDF,dk1,103,,49.93606949,-120.8614044,1177,Fd
RT31114,MS,xk1,104,,49.30167389,-120.2632446,1578,Fd
RT31213,IDF,dk1,111,,49.93491745,-120.8663025,1179,Fd
RT31214,MS,xk1,101b,,49.30007172,-120.2662888,1616,Fd
RT31313,IDF,dk1,103,,49.94007111,-120.7745361,1107,Fd
RT31413,IDF,dk1,103,,49.93957901,-120.7738037,1108,Fd
RT31514,MS,xk1,104,,49.44743347,-120.1312256,1624,Fd
RT31613,IDF,dk1,105,,49.58150482,-120.3765945,1126,Fd
RT31614,MS,xk1,103,,49.44076538,-120.1127625,1420,Fd
RT31713,IDF,dk1,105,,49.5301857,-120.3613205,1332,Fd
RT31714,IDF,dk1,105,,49.41102982,-120.1415405,1472,Fd
RT31813,IDF,dk1,103,,49.56535339,-120.3950729,1065,Fd
RT31814,MS,xk1,105,,49.41895676,-120.1364822,1528,Fd
RT31913,IDF,dk1,105,,49.40218735,-120.1281967,1356,Fd
RT31914,MS,xk1,105,,49.59458542,-120.3392334,1297,Fd
RT32013,IDF,dk1,103,,49.69430542,-120.5134506,957,Fd
RT32014,MS,xk1,104,,49.41581726,-120.3466263,1314,Fd
RT32113,IDF,dk1,103,,50.26590347,-120.8620834,1031,Fd
RT32114,MS,xk1,103,,49.59402084,-120.3327026,1340,Fd
RT32213,IDF,dk1,104,,50.31942368,-120.8505936,1092,Fd
RT32214,MS,xk1,103,,49.51279449,-120.2999039,1407,Fd
RT32314,IDF,dk1,101,,49.41032791,-120.3430099,1149,Fd
RT32414,MS,xk1,101a,,49.39081192,-120.3568954,1456,Fd
RT32514,MS,xk1,104,,49.3901825,-120.3564987,1502,Fd
RT33014,MS,xk1,111,,49.9677124,-120.2511597,1568,Fd
RT33114,MS,xk1,101a,,49.96480942,-120.2535858,1610,Fd
RT33614,IDF,dk1,101,,49.85439682,-120.4576263,1324,Fd
RT33714,MS,xk1,101b,,50.00366592,-120.1986008,1444,Fd
RT34014,MS,xk1,101b,,50.01762772,-120.1449127,1460,Fd
RT34214,MS,xk1,101b,,50.04603577,-120.0825272,1439,Fd
RYAN008,MH,mm2,1,,50.46331024,-123.1033554,1290,Fd
RYAN009,CWH,ms1,1,,50.46342087,-123.1108932,947,Fd
RYAN012,CWH,ms1,3,,50.45009613,-123.0996704,734,Fd
RYAN020,MH,mm2,4,,50.42832184,-123.2989807,1117,Fd
RYAN024,CWH,ds1,1,,50.35104752,-122.8609695,276,Fd
RYAN025,CWH,ms1,3,,50.38809967,-122.9062729,948,Fd
RYAN027,CWH,ms1,2,,50.38488388,-122.9012146,859,Fd
RYAN030,CWH,ds1,2,,50.38580704,-122.8883591,580,Fd
RYAN032,CWH,ds1,3,,50.39495468,-122.8990402,552,Fd
RYAN033,CWH,ds1,8,,50.38591766,-122.8808136,344,Fd
RYAN055,CWH,ms1,1,,50.32817459,-122.8666687,,Fd
RYAN079,CWH,ds1,3,,50.35036087,-122.8589478,,Fd
RYAN082,CWH,ms1,3,,50.32626343,-122.8574905,904,Fd
RYAN083,CWH,ms1,1,,50.33351135,-122.8566513,,Fd
RYAN084,CWH,ms1,1,,50.33534241,-122.8589935,,Fd
RYAN087,CWH,ds1,1,,50.33815384,-122.8561325,,Fd
CDC1026,CWH,dm,6,200,49.87543477,-124.419561,265,Fd
CDC1031,CWH,dm,7,200,49.862226,-124.378549,565,Fd
CDC1050,CWH,dm,1,200,49.85052672,-124.432903,185,Fd
CDC1057,CWH,xm1,3,200,50.02769372,-124.7023877,220,Fd
CDC1064,CWH,dm,3,200,49.97323295,-124.6494831,384,Fd
CDC1072,CWH,dm,7,200,49.80072567,-124.3411519,180,Fd
CDC1093,CWH,xm1,1,300,49.943885,-124.593868,195,Fd
CDC1102,CWH,dm,1,200,49.83300336,-124.4495366,180,Fd
CDC1135,CWH,xm1,1,200,49.85092173,-124.5015174,140,Fd
SALM03,CWH,vm1,5,,49.83496857,-123.3899078,458,Fd
SALM04,CWH,vm1,7,,49.83179855,-123.3991165,249,Fd
SALM05,CWH,vm1,7,,49.83020401,-123.4001846,222,Fd
SALM07,CWH,vm1,1,,49.85609818,-123.4180374,357,Fd
SALM08,CWH,dm,3,,49.74903488,-123.5250473,207,Fd
SALM09,CWH,dm,5,,49.73164749,-123.5388031,122,Fd
SALM10,CWH,dm,1,,49.73944473,-123.5445251,499,Fd
SA08-95,IDF,dm2,104.1,,50.14006042,-115.8337021,960,Fd
SALM18,CWH,vm1,7,,49.79539108,-123.5290909,526,Fd
SALM19,CWH,vm1,8,,49.7954216,-123.5303421,496,Fd
SALM20,CWH,vm2,3,,49.77967834,-123.5245972,695,Fd
SALM31,CWH,vm1,1,,49.77994537,-123.4043274,457,Fd
SALM34,CWH,vm2,2,,49.65062332,-123.7977753,730,Fd
SALM35,CWH,vm2,3,,49.65048599,-123.7976608,727,Fd
SALM36,CWH,dm,1,,49.64904404,-123.7945175,648,Fd
SALM38,CWH,dm,1,,49.67934036,-123.5449219,96,Fd
SALM41,CWH,vm1,1,,49.66859818,-123.5185547,,Fd
SALM42,CWH,vm1,1,,49.66802597,-123.5257797,,Fd
SALM43,CWH,dm,1,,49.67269897,-123.5340958,,Fd
SALM45,CWH,dm,1,,49.67485809,-123.5379028,,Fd
SALM49,CWH,dm,5,,49.7194519,-123.6023178,,Fd
SALM50,CWH,dm,1,,49.71120453,-123.5951843,,Fd
SALM51,CWH,dm,5,,49.69694138,-123.5881348,,Fd
SALM52,CWH,vm2,1,,49.72316742,-123.5589828,,Fd
SALM53,CWH,vm2,5,,49.72328186,-123.5631332,,Fd
SALM57,CWH,dm,3,,49.70040131,-123.5440063,,Fd
SALM58,CWH,dm,3,,49.69899368,-123.5448761,,Fd
SALM59,CWH,dm,5,,49.74269867,-123.4730988,,Fd
SALM60,CWH,vm2,5,,49.69062042,-123.4738083,,Fd
SALM62,CWH,vm1,5,,49.68685913,-123.4718628,,Fd
SALM63,CWH,vm1,5,,49.68037033,-123.4609756,,Fd
SALM67,CWH,vm1,6,,49.67547226,-123.4741364,,Fd
SALM68,CWH,dm,3,,49.72467422,-123.5217438,,Fd
SALM69,CWH,dm,1,,49.72072983,-123.524231,,Fd
SALM72,CWH,vm2,3,,49.62530518,-123.6489029,,Fd
SALM73,CWH,vm2,1,,49.6256752,-123.6403198,,Fd
SALM75,CWH,vm1,5,,49.7804184,-123.4203186,,Fd
SALM77,CWH,dm,3,,49.76684189,-123.4269257,,Fd
SALM81,CWH,vm2,1,,49.70517349,-123.505127,,Fd
SALM86,CWH,dm,1,,49.75046921,-123.4397202,,Fd
SALM88,CWH,dm,1,,49.74577332,-123.4490433,,Fd
Se027,ESSF,xc1,110,,49.40240097,-119.8927689,1730,Fd
